FrameSync,DateTime (UTC+00:00),DateTime (AST),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02114,5/26/23 13:30,5/26/23 9:30,631,0,7.1052,7.0823,-0.884625,-0.933149,24.5691,55,24.8
SEAFET02114,5/26/23 13:45,5/26/23 9:45,632,0,7.1026,7.0799,-0.884637,-0.933234,24.7338,55,25
SEAFET02114,5/26/23 14:00,5/26/23 10:00,633,0,7.1013,7.0793,-0.884613,-0.933229,24.8542,55.1,25.1
SEAFET02114,5/26/23 14:15,5/26/23 10:15,634,0,7.1003,7.0787,-0.884608,-0.93324,24.9283,55.1,25.1
SEAFET02114,5/26/23 14:30,5/26/23 10:30,635,0,7.099,7.0784,-0.884652,-0.933248,24.9649,55.1,25
SEAFET02114,5/26/23 14:45,5/26/23 10:45,636,0,7.0985,7.0784,-0.88468,-0.933245,24.9672,55.1,24.9
SEAFET02114,5/26/23 15:00,5/26/23 11:00,637,0,7.1,7.0804,-0.884613,-0.933137,24.9396,55.1,24.8
SEAFET02114,5/26/23 15:15,5/26/23 11:15,638,0,7.1007,7.0814,-0.884614,-0.933093,24.8924,55.2,24.8
SEAFET02114,5/26/23 15:30,5/26/23 11:30,639,0,7.1013,7.0827,-0.884631,-0.933037,24.834,55.1,24.7
SEAFET02114,5/26/23 15:45,5/26/23 11:45,640,0,7.1024,7.0839,-0.88462,-0.932986,24.7685,55.1,24.5
SEAFET02114,5/26/23 16:00,5/26/23 12:00,641,0,7.1027,7.0844,-0.884658,-0.932978,24.6999,55.1,24.5
SEAFET02114,5/26/23 16:15,5/26/23 12:15,642,0,7.1039,7.0859,-0.88465,-0.932913,24.6287,55.1,24.4
SEAFET02114,5/26/23 16:30,5/26/23 12:30,643,0,7.1058,7.0878,-0.884598,-0.932826,24.5567,55.1,24.3
SEAFET02114,5/26/23 16:45,5/26/23 12:45,644,0,7.1062,7.0878,-0.884641,-0.932852,24.4835,55,24.2
SEAFET02114,5/26/23 17:00,5/26/23 13:00,645,0,7.1046,7.0877,-0.884799,-0.932881,24.4072,55.1,24.2
SEAFET02114,5/26/23 17:15,5/26/23 13:15,646,0,7.1045,7.0853,-0.884835,-0.933035,24.3714,55,24.1
SEAFET02114,5/26/23 17:30,5/26/23 13:30,647,0,7.1046,7.0857,-0.884866,-0.933022,24.3286,55,24.1
SEAFET02114,5/26/23 17:45,5/26/23 13:45,648,0,7.1067,7.0877,-0.88479,-0.932924,24.2713,55,24
SEAFET02114,5/26/23 18:00,5/26/23 14:00,649,0,7.1087,7.0899,-0.884733,-0.932822,24.1986,55,23.9
SEAFET02114,5/26/23 18:15,5/26/23 14:15,650,0,7.1089,7.0905,-0.884795,-0.932812,24.1136,54.9,23.8
SEAFET02114,5/26/23 18:30,5/26/23 14:30,651,0,7.1105,7.0919,-0.884783,-0.932762,24.0184,54.9,23.7
SEAFET02114,5/26/23 18:45,5/26/23 14:45,652,0,7.112,7.0935,-0.884781,-0.932702,23.9183,54.9,23.6
